1.000000e+01 -1.433029e+02 
1.122018e+01 -1.464060e+02 
1.258925e+01 -1.493740e+02 
1.412538e+01 -1.521825e+02 
1.584893e+01 -1.548147e+02 
1.778279e+01 -1.572609e+02 
1.995262e+01 -1.595177e+02 
2.238721e+01 -1.615868e+02 
2.511886e+01 -1.634739e+02 
2.818383e+01 -1.651877e+02 
3.162278e+01 -1.667383e+02 
3.548134e+01 -1.681373e+02 
3.981072e+01 -1.693964e+02 
4.466836e+01 -1.705274e+02 
5.011872e+01 -1.715417e+02 
5.623413e+01 -1.724503e+02 
6.309573e+01 -1.732633e+02 
7.079458e+01 -1.739903e+02 
7.943282e+01 -1.746398e+02 
8.912509e+01 -1.752198e+02 
1.000000e+02 -1.757376e+02 
1.122018e+02 -1.761997e+02 
1.258925e+02 -1.766120e+02 
1.412538e+02 -1.769797e+02 
1.584893e+02 -1.773076e+02 
1.778279e+02 -1.776001e+02 
1.995262e+02 -1.778608e+02 
2.238721e+02 -1.780933e+02 
2.511886e+02 -1.783005e+02 
2.818383e+02 -1.784852e+02 
3.162278e+02 -1.786499e+02 
3.548134e+02 -1.787967e+02 
3.981072e+02 -1.789275e+02 
4.466836e+02 -1.790441e+02 
5.011872e+02 -1.791480e+02 
5.623413e+02 -1.792407e+02 
6.309573e+02 -1.793232e+02 
7.079458e+02 -1.793968e+02 
7.943282e+02 -1.794624e+02 
8.912509e+02 -1.795209e+02 
1.000000e+03 -1.795730e+02 
1.122018e+03 -1.796194e+02 
1.258925e+03 -1.796608e+02 
1.412538e+03 -1.796977e+02 
1.584893e+03 -1.797306e+02 
1.778279e+03 -1.797599e+02 
1.995262e+03 -1.797860e+02 
2.238721e+03 -1.798093e+02 
2.511886e+03 -1.798300e+02 
2.818383e+03 -1.798485e+02 
3.162278e+03 -1.798650e+02 
3.548134e+03 -1.798796e+02 
3.981072e+03 -1.798927e+02 
4.466836e+03 -1.799044e+02 
5.011872e+03 -1.799148e+02 
5.623413e+03 -1.799241e+02 
6.309573e+03 -1.799323e+02 
7.079458e+03 -1.799397e+02 
7.943282e+03 -1.799462e+02 
8.912509e+03 -1.799521e+02 
1.000000e+04 -1.799573e+02 
1.122018e+04 -1.799619e+02 
1.258925e+04 -1.799661e+02 
1.412538e+04 -1.799698e+02 
1.584893e+04 -1.799731e+02 
1.778279e+04 -1.799760e+02 
1.995262e+04 -1.799786e+02 
2.238721e+04 -1.799809e+02 
2.511886e+04 -1.799830e+02 
2.818383e+04 -1.799848e+02 
3.162278e+04 -1.799865e+02 
3.548134e+04 -1.799880e+02 
3.981072e+04 -1.799893e+02 
4.466836e+04 -1.799904e+02 
5.011872e+04 -1.799915e+02 
5.623413e+04 -1.799924e+02 
6.309573e+04 -1.799932e+02 
7.079458e+04 -1.799940e+02 
7.943282e+04 -1.799946e+02 
8.912509e+04 -1.799952e+02 
1.000000e+05 -1.799957e+02 
